sourceName,objectType,system,layer,baseName,side,suffix,paren,proposedAnatomyId,polyCount,include
Anterior region of knee.r,MESH,Regions of human body,region,Anterior region of knee,right,r,,region.anteriorRegionOfKnee,163,
Anterior region of leg.l,MESH,Regions of human body,region,Anterior region of leg,left,l,,region.anteriorRegionOfLeg,290,
Anterior region of leg.r,MESH,Regions of human body,region,Anterior region of leg,right,r,,region.anteriorRegionOfLeg,290,
Anterior region of neck.j,MESH,Regions of human body,region,Anterior region of neck,,j,,region.anteriorRegionOfNeck,0,
Anterior region of thigh.j,MESH,Regions of human body,region,Anterior region of thigh,,j,,region.anteriorRegionOfThigh,0,
Anterior region of thigh.l,MESH,Regions of human body,region,Anterior region of thigh,left,l,,region.anteriorRegionOfThigh,448,
Anterior region of thigh.r,MESH,Regions of human body,region,Anterior region of thigh,right,r,,region.anteriorRegionOfThigh,448,
Anterior region of thorax.j,MESH,Regions of human body,region,Anterior region of thorax,,j,,region.anteriorRegionOfThorax,0,
Anterior region of wrist.l,MESH,Regions of human body,region,Anterior region of wrist,left,l,,region.anteriorRegionOfWrist,39,
Anterior region of wrist.r,MESH,Regions of human body,region,Anterior region of wrist,right,r,,region.anteriorRegionOfWrist,39,
Antihelix.l,MESH,Regions of human body,region,Antihelix,left,l,,region.antihelix,85,
Antihelix.r,MESH,Regions of human body,region,Antihelix,right,r,,region.antihelix,85,
Antitragus.l,MESH,Regions of human body,region,Antitragus,left,l,,region.antitragus,39,
Antitragus.r,MESH,Regions of human body,region,Antitragus,right,r,,region.antitragus,39,
Apex of auricle.l,MESH,Regions of human body,region,Apex of auricle,left,l,,region.apexOfAuricle,36,
Apex of auricle.r,MESH,Regions of human body,region,Apex of auricle,right,r,,region.apexOfAuricle,36,
Apex of nose.j,MESH,Regions of human body,region,Apex of nose,,j,,region.apexOfNose,0,
Auricular region.j,MESH,Regions of human body,region,Auricular region,,j,,region.auricularRegion,0,
Auricular region.l,MESH,Regions of human body,region,Auricular region,left,l,,region.auricularRegion,45,
Auricular region.r,MESH,Regions of human body,region,Auricular region,right,r,,region.auricularRegion,45,
Auricular tubercle.l,MESH,Regions of human body,region,Auricular tubercle,left,l,,region.auricularTubercle,26,
Auricular tubercle.r,MESH,Regions of human body,region,Auricular tubercle,right,r,,region.auricularTubercle,26,
Brachial region.j,MESH,Regions of human body,region,Brachial region,,j,,region.brachialRegion,0,
Buccal region.l,MESH,Regions of human body,region,Buccal region,left,l,,region.buccalRegion,90,
Buccal region.r,MESH,Regions of human body,region,Buccal region,right,r,,region.buccalRegion,90,
Carotid triangle.l,MESH,Regions of human body,region,Carotid triangle,left,l,,region.carotidTriangle,13,
Carotid triangle.r,MESH,Regions of human body,region,Carotid triangle,right,r,,region.carotidTriangle,13,
Carpal region.j,MESH,Regions of human body,region,Carpal region,,j,,region.carpalRegion,0,
Cavity of concha.l,MESH,Regions of human body,region,Cavity of concha,left,l,,region.cavityOfConcha,215,
Cavity of concha.r,MESH,Regions of human body,region,Cavity of concha,right,r,,region.cavityOfConcha,215,
Cheek.j,MESH,Regions of human body,region,Cheek,,j,,region.cheek,0,
Chin.j,MESH,Regions of human body,region,Chin,,j,,region.chin,0,
Concha of auricle.l,MESH,Regions of human body,region,Concha of auricle,left,l,,region.conchaOfAuricle,64,
Concha of auricle.r,MESH,Regions of human body,region,Concha of auricle,right,r,,region.conchaOfAuricle,64,
Crura of antihelix.l,MESH,Regions of human body,region,Crura of antihelix,left,l,,region.cruraOfAntihelix,90,
Crura of antihelix.r,MESH,Regions of human body,region,Crura of antihelix,right,r,,region.cruraOfAntihelix,90,
Cubital fossa.l,MESH,Regions of human body,region,Cubital fossa,left,l,,region.cubitalFossa,26,
Cubital fossa.r,MESH,Regions of human body,region,Cubital fossa,right,r,,region.cubitalFossa,26,
Cubital region.j,MESH,Regions of human body,region,Cubital region,,j,,region.cubitalRegion,0,
Cymba conchae.l,MESH,Regions of human body,region,Cymba conchae,left,l,,region.cymbaConchae,89,
Cymba conchae.r,MESH,Regions of human body,region,Cymba conchae,right,r,,region.cymbaConchae,89,
Deltoid region.l,MESH,Regions of human body,region,Deltoid region,left,l,,region.deltoidRegion,142,
Deltoid region.r,MESH,Regions of human body,region,Deltoid region,right,r,,region.deltoidRegion,142,
Deltopectoral triangle.l,MESH,Regions of human body,region,Deltopectoral triangle,left,l,,region.deltopectoralTriangle,14,
Deltopectoral triangle.r,MESH,Regions of human body,region,Deltopectoral triangle,right,r,,region.deltopectoralTriangle,14,
Distal transverse arch of foot.l,MESH,Regions of human body,region,Distal transverse arch of foot,left,l,,region.distalTransverseArchOfFoot,13,
Distal transverse arch of foot.r,MESH,Regions of human body,region,Distal transverse arch of foot,right,r,,region.distalTransverseArchOfFoot,13,
Dorsal surfaces of digits of foot.l,MESH,Regions of human body,region,Dorsal surfaces of digits of foot,left,l,,region.dorsalSurfacesOfDigitsOfFoot,584,
Dorsal surfaces of digits of foot.r,MESH,Regions of human body,region,Dorsal surfaces of digits of foot,right,r,,region.dorsalSurfacesOfDigitsOfFoot,584,
Dorsal surfaces of digits of hand.l,MESH,Regions of human body,region,Dorsal surfaces of digits of hand,left,l,,region.dorsalSurfacesOfDigitsOfHand,952,
Dorsal surfaces of digits of hand.r,MESH,Regions of human body,region,Dorsal surfaces of digits of hand,right,r,,region.dorsalSurfacesOfDigitsOfHand,952,
Dorsum of foot.l,MESH,Regions of human body,region,Dorsum of foot,left,l,,region.dorsumOfFoot,67,
Dorsum of foot.r,MESH,Regions of human body,region,Dorsum of foot,right,r,,region.dorsumOfFoot,67,
Dorsum of hand.l,MESH,Regions of human body,region,Dorsum of hand,left,l,,region.dorsumOfHand,151,
Dorsum of hand.r,MESH,Regions of human body,region,Dorsum of hand,right,r,,region.dorsumOfHand,151,
Eminentia conchae.l,MESH,Regions of human body,region,Eminentia conchae,left,l,,region.eminentiaConchae,57,
Eminentia conchae.r,MESH,Regions of human body,region,Eminentia conchae,right,r,,region.eminentiaConchae,57,
Eminentia fossae triangularis.l,MESH,Regions of human body,region,Eminentia fossae triangularis,left,l,,region.eminentiaFossaeTriangularis,51,
Eminentia fossae triangularis.r,MESH,Regions of human body,region,Eminentia fossae triangularis,right,r,,region.eminentiaFossaeTriangularis,51,
Eminentia scaphae.l,MESH,Regions of human body,region,Eminentia scaphae,left,l,,region.eminentiaScaphae,97,
Eminentia scaphae.r,MESH,Regions of human body,region,Eminentia scaphae,right,r,,region.eminentiaScaphae,97,
Epigastric region.l,MESH,Regions of human body,region,Epigastric region,left,l,,region.epigastricRegion,34,
Epigastric region.r,MESH,Regions of human body,region,Epigastric region,right,r,,region.epigastricRegion,34,
External nose.j,MESH,Regions of human body,region,External nose,,j,,region.externalNose,0,
Eyebrow.l,MESH,Regions of human body,region,Eyebrow,left,l,,region.eyebrow,6,
Eyebrow.r,MESH,Regions of human body,region,Eyebrow,right,r,,region.eyebrow,6,
Eyelashes.l,MESH,Regions of human body,region,Eyelashes,left,l,,region.eyelashes,31,
Eyelashes.r,MESH,Regions of human body,region,Eyelashes,right,r,,region.eyelashes,31,
Eyelids.j,MESH,Regions of human body,region,Eyelids,,j,,region.eyelids,0,
Femoral region.j,MESH,Regions of human body,region,Femoral region,,j,,region.femoralRegion,0,
Femoral triangle.l,MESH,Regions of human body,region,Femoral triangle,left,l,,region.femoralTriangle,44,
Femoral triangle.r,MESH,Regions of human body,region,Femoral triangle,right,r,,region.femoralTriangle,44,
Fossa antihelica.l,MESH,Regions of human body,region,Fossa antihelica,left,l,,region.fossaAntihelica,59,
Fossa antihelica.r,MESH,Regions of human body,region,Fossa antihelica,right,r,,region.fossaAntihelica,59,
Frontal region.l,MESH,Regions of human body,region,Frontal region,left,l,,region.frontalRegion,116,
Frontal region.r,MESH,Regions of human body,region,Frontal region,right,r,,region.frontalRegion,116,
Gluteal fold.l,MESH,Regions of human body,region,Gluteal fold,left,l,,region.glutealFold,6,
Gluteal fold.r,MESH,Regions of human body,region,Gluteal fold,right,r,,region.glutealFold,6,
Gluteal region.j,MESH,Regions of human body,region,Gluteal region,,j,,region.glutealRegion,0,
Gluteal region.l,MESH,Regions of human body,region,Gluteal region,left,l,,region.glutealRegion,188,
Gluteal region.r,MESH,Regions of human body,region,Gluteal region,right,r,,region.glutealRegion,188,
Greater supraclavicular fossa.l,MESH,Regions of human body,region,Greater supraclavicular fossa,left,l,,region.greaterSupraclavicularFossa,38,
Greater supraclavicular fossa.r,MESH,Regions of human body,region,Greater supraclavicular fossa,right,r,,region.greaterSupraclavicularFossa,38,
Hairs.j,MESH,Regions of human body,region,Hairs,,j,,region.hairs,0,
Hairs of eyebrow.l,MESH,Regions of human body,region,Hairs of eyebrow,left,l,,region.hairsOfEyebrow,794,
Hairs of eyebrow.r,MESH,Regions of human body,region,Hairs of eyebrow,right,r,,region.hairsOfEyebrow,794,
Hairs of head,MESH,Regions of human body,region,Hairs of head,,,,region.hairsOfHead,8599,
Hallucial eminence.l,MESH,Regions of human body,region,Hallucial eminence,left,l,,region.hallucialEminence,54,
Hallucial eminence.r,MESH,Regions of human body,region,Hallucial eminence,right,r,,region.hallucialEminence,54,
Heel region.l,MESH,Regions of human body,region,Heel region,left,l,,region.heelRegion,143,
Heel region.r,MESH,Regions of human body,region,Heel region,right,r,,region.heelRegion,143,
Helix.l,MESH,Regions of human body,region,Helix,left,l,,region.helix,466,
Helix.r,MESH,Regions of human body,region,Helix,right,r,,region.helix,466,
Hip region.l,MESH,Regions of human body,region,Hip region,left,l,,region.hipRegion,30,
Hip region.r,MESH,Regions of human body,region,Hip region,right,r,,region.hipRegion,30,
Hypochondriac region.l,MESH,Regions of human body,region,Hypochondriac region,left,l,,region.hypochondriacRegion,47,
Hypochondriac region.r,MESH,Regions of human body,region,Hypochondriac region,right,r,,region.hypochondriacRegion,47,
Hypogastric region.l,MESH,Regions of human body,region,Hypogastric region,left,l,,region.hypogastricRegion,60,
Hypogastric region.r,MESH,Regions of human body,region,Hypogastric region,right,r,,region.hypogastricRegion,60,
Infra-orbital region.l,MESH,Regions of human body,region,Infra-orbital region,left,l,,region.infraOrbitalRegion,24,
Infra-orbital region.r,MESH,Regions of human body,region,Infra-orbital region,right,r,,region.infraOrbitalRegion,24,
Infraclavicular fossa.l,MESH,Regions of human body,region,Infraclavicular fossa,left,l,,region.infraclavicularFossa,37,
Infraclavicular fossa.r,MESH,Regions of human body,region,Infraclavicular fossa,right,r,,region.infraclavicularFossa,37,
Infrahyoid region.j,MESH,Regions of human body,region,Infrahyoid region,,j,,region.infrahyoidRegion,0,
Inframammary region.l,MESH,Regions of human body,region,Inframammary region,left,l,,region.inframammaryRegion,15,
Inframammary region.r,MESH,Regions of human body,region,Inframammary region,right,r,,region.inframammaryRegion,15,
Infrascapular region.l,MESH,Regions of human body,region,Infrascapular region,left,l,,region.infrascapularRegion,99,
Infrascapular region.r,MESH,Regions of human body,region,Infrascapular region,right,r,,region.infrascapularRegion,99,
Inguinal region.l,MESH,Regions of human body,region,Inguinal region,left,l,,region.inguinalRegion,35,
Inguinal region.r,MESH,Regions of human body,region,Inguinal region,right,r,,region.inguinalRegion,35,
Interscapular region.l,MESH,Regions of human body,region,Interscapular region,left,l,,region.interscapularRegion,48,
Interscapular region.r,MESH,Regions of human body,region,Interscapular region,right,r,,region.interscapularRegion,48,
Intertragic incisure.l,MESH,Regions of human body,region,Intertragic incisure,left,l,,region.intertragicIncisure,71,
Intertragic incisure.r,MESH,Regions of human body,region,Intertragic incisure,right,r,,region.intertragicIncisure,71,
Knee region.j,MESH,Regions of human body,region,Knee region,,j,,region.kneeRegion,0,
Labial commissure.l,MESH,Regions of human body,region,Labial commissure,left,l,,region.labialCommissure,22,
Labial commissure.r,MESH,Regions of human body,region,Labial commissure,right,r,,region.labialCommissure,22,
Lateral bicipital groove.l,MESH,Regions of human body,region,Lateral bicipital groove,left,l,,region.lateralBicipitalGroove,13,
Lateral bicipital groove.r,MESH,Regions of human body,region,Lateral bicipital groove,right,r,,region.lateralBicipitalGroove,13,
Lateral border of foot.l,MESH,Regions of human body,region,Lateral border of foot,left,l,,region.lateralBorderOfFoot,57,
Lateral border of foot.r,MESH,Regions of human body,region,Lateral border of foot,right,r,,region.lateralBorderOfFoot,57,
Lateral border of forearm.l,MESH,Regions of human body,region,Lateral border of forearm,left,l,,region.lateralBorderOfForearm,21,
Lateral border of forearm.r,MESH,Regions of human body,region,Lateral border of forearm,right,r,,region.lateralBorderOfForearm,21,
Lateral malleolus.l,MESH,Regions of human body,region,Lateral malleolus,left,l,,region.lateralMalleolus,42,
Lateral malleolus.r,MESH,Regions of human body,region,Lateral malleolus,right,r,,region.lateralMalleolus,42,
Lateral part of longitudinal arch of foot.l,MESH,Regions of human body,region,Lateral part of longitudinal arch of foot,left,l,,region.lateralPartOfLongitudinalArchOfFoot,31,
Lateral part of longitudinal arch of foot.r,MESH,Regions of human body,region,Lateral part of longitudinal arch of foot,right,r,,region.lateralPartOfLongitudinalArchOfFoot,31,
Lateral region of abdomen.l,MESH,Regions of human body,region,Lateral region of abdomen,left,l,,region.lateralRegionOfAbdomen,75,
Lateral region of abdomen.r,MESH,Regions of human body,region,Lateral region of abdomen,right,r,,region.lateralRegionOfAbdomen,75,
Lateral region of neck.j,MESH,Regions of human body,region,Lateral region of neck,,j,,region.lateralRegionOfNeck,0,
Lateral region of neck.l,MESH,Regions of human body,region,Lateral region of neck,left,l,,region.lateralRegionOfNeck,87,
Lateral region of neck.r,MESH,Regions of human body,region,Lateral region of neck,right,r,,region.lateralRegionOfNeck,87,
Lateral region of thorax.l,MESH,Regions of human body,region,Lateral region of thorax,left,l,,region.lateralRegionOfThorax,167,
Lateral region of thorax.r,MESH,Regions of human body,region,Lateral region of thorax,right,r,,region.lateralRegionOfThorax,167,
Lateral retromalleolar region.l,MESH,Regions of human body,region,Lateral retromalleolar region,left,l,,region.lateralRetromalleolarRegion,38,
Lateral retromalleolar region.r,MESH,Regions of human body,region,Lateral retromalleolar region,right,r,,region.lateralRetromalleolarRegion,38,
Leg region.j,MESH,Regions of human body,region,Leg region,,j,,region.legRegion,0,
Lesser supraclavicular fossa.l,MESH,Regions of human body,region,Lesser supraclavicular fossa,left,l,,region.lesserSupraclavicularFossa,7,
Lesser supraclavicular fossa.r,MESH,Regions of human body,region,Lesser supraclavicular fossa,right,r,,region.lesserSupraclavicularFossa,7,
Lobule of auricle.l,MESH,Regions of human body,region,Lobule of auricle,left,l,,region.lobuleOfAuricle,217,
Lobule of auricle.r,MESH,Regions of human body,region,Lobule of auricle,right,r,,region.lobuleOfAuricle,217,
Lower eyelid.j,MESH,Regions of human body,region,Lower eyelid,,j,,region.lowerEyelid,0,
Lumbar region.l,MESH,Regions of human body,region,Lumbar region,left,l,,region.lumbarRegion,80,
Lumbar region.r,MESH,Regions of human body,region,Lumbar region,right,r,,region.lumbarRegion,80,
Mammary region.l,MESH,Regions of human body,region,Mammary region,left,l,,region.mammaryRegion,68,
Mammary region.r,MESH,Regions of human body,region,Mammary region,right,r,,region.mammaryRegion,68,
Mastoid region.l,MESH,Regions of human body,region,Mastoid region,left,l,,region.mastoidRegion,20,
Mastoid region.r,MESH,Regions of human body,region,Mastoid region,right,r,,region.mastoidRegion,20,
Medial bicipital groove.l,MESH,Regions of human body,region,Medial bicipital groove,left,l,,region.medialBicipitalGroove,9,
Medial bicipital groove.r,MESH,Regions of human body,region,Medial bicipital groove,right,r,,region.medialBicipitalGroove,9,
Medial border of foot.l,MESH,Regions of human body,region,Medial border of foot,left,l,,region.medialBorderOfFoot,62,
Medial border of foot.r,MESH,Regions of human body,region,Medial border of foot,right,r,,region.medialBorderOfFoot,62,
Medial border of forearm.l,MESH,Regions of human body,region,Medial border of forearm,left,l,,region.medialBorderOfForearm,19,
Medial border of forearm.r,MESH,Regions of human body,region,Medial border of forearm,right,r,,region.medialBorderOfForearm,19,
Medial malleolus.l,MESH,Regions of human body,region,Medial malleolus,left,l,,region.medialMalleolus,31,
Medial malleolus.r,MESH,Regions of human body,region,Medial malleolus,right,r,,region.medialMalleolus,31,
Medial part of longitudinal arch of foot.l,MESH,Regions of human body,region,Medial part of longitudinal arch of foot,left,l,,region.medialPartOfLongitudinalArchOfFoot,17,
Medial part of longitudinal arch of foot.r,MESH,Regions of human body,region,Medial part of longitudinal arch of foot,right,r,,region.medialPartOfLongitudinalArchOfFoot,17,
